   Point ID     ,  Hz.(º ' "),  V.(º ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
117             ,  310 44 25 ,   91 45 58,     31.229,      0.000,      0.000,      -23.650,       20.372,     -0.962
118             ,  310 44 25 ,   93 07 33,     27.353,      0.000,      0.000,      -20.694,       17.825,     -1.492
119             ,  314 35 33 ,   90 49 45,     28.108,      0.000,      0.000,      -20.014,       19.731,     -0.407
120             ,  319 18 51 ,   87 36 21,     30.166,      0.000,      0.000,      -19.648,       22.855,      1.260
121             ,    5 19 37 ,   90 58 55,     56.902,      0.000,      0.000,        5.282,       56.648,     -0.975
122             ,    6 54 55 ,   91 22 49,     44.591,      0.000,      0.000,        5.367,       44.254,     -1.074
123             ,   11 05 18 ,   92 14 39,     25.309,      0.000,      0.000,        4.864,       24.817,     -0.991
124             ,    0 55 49 ,   90 49 16,     52.532,      0.000,      0.000,        0.853,       52.519,     -0.753
125             ,    1 00 26 ,   91 00 27,     45.883,      0.000,      0.000,        0.807,       45.869,     -0.807
126             ,    1 14 18 ,   91 13 59,     33.997,      0.000,      0.000,        0.735,       33.981,     -0.732
127             ,    1 42 11 ,   91 33 14,     27.110,      0.000,      0.000,        0.805,       27.088,     -0.735
128             ,  354 51 23 ,   91 05 29,     27.414,      0.000,      0.000,       -2.457,       27.298,     -0.522
129             ,  355 07 56 ,   90 49 55,     33.278,      0.000,      0.000,       -2.823,       33.155,     -0.483
130             ,  355 13 00 ,   90 42 03,     45.951,      0.000,      0.000,       -3.831,       45.787,     -0.562
131             ,  355 26 02 ,   90 29 40,     52.440,      0.000,      0.000,       -4.175,       52.272,     -0.452
132             ,  352 50 16 ,   90 19 13,     52.183,      0.000,      0.000,       -6.506,       51.775,     -0.292
133             ,  352 50 15 ,   90 27 02,     46.234,      0.000,      0.000,       -5.764,       45.871,     -0.364
134             ,  352 50 16 ,   90 32 22,     46.096,      0.000,      0.000,       -5.747,       45.735,     -0.434
135             ,  352 50 16 ,   90 37 48,     34.635,      0.000,      0.000,       -4.318,       34.363,     -0.381
136             ,  352 50 16 ,   90 53 54,     28.315,      0.000,      0.000,       -3.530,       28.091,     -0.444
137             ,  349 56 28 ,   90 42 27,     27.909,      0.000,      0.000,       -4.874,       27.478,     -0.345
138             ,  349 56 28 ,   90 26 42,     33.882,      0.000,      0.000,       -5.918,       33.360,     -0.263
139             ,  349 56 27 ,   90 18 22,     46.362,      0.000,      0.000,       -8.097,       45.649,     -0.248
140             ,  349 56 28 ,   90 06 50,     52.853,      0.000,      0.000,       -9.231,       52.041,     -0.105
141             ,  348 26 41 ,   90 13 28,     46.533,      0.000,      0.000,       -9.321,       45.590,     -0.182
142             ,  348 26 40 ,   90 20 22,     33.578,      0.000,      0.000,       -6.726,       32.897,     -0.199
143             ,  347 32 09 ,   90 07 29,     46.693,      0.000,      0.000,      -10.078,       45.593,     -0.102
144             ,  347 04 53 ,   90 00 34,     46.841,      0.000,      0.000,      -10.472,       45.656,     -0.008
145             ,  346 30 08 ,   89 32 53,     89.505,      0.000,      0.000,      -20.890,       87.030,      0.707
146             ,  347 22 29 ,   89 35 40,     88.019,      0.000,      0.000,      -19.238,       85.889,      0.623
147             ,  348 29 30 ,   89 37 47,     86.851,      0.000,      0.000,      -17.327,       85.103,      0.561
148             ,  349 28 17 ,   89 43 05,     80.551,      0.000,      0.000,      -14.718,       79.194,      0.397
149             ,  350 18 26 ,   89 47 31,     80.323,      0.000,      0.000,      -13.523,       79.175,      0.292
150             ,  350 55 12 ,   89 46 56,     85.959,      0.000,      0.000,      -13.565,       84.881,      0.327
151             ,  351 21 02 ,   89 46 56,     86.082,      0.000,      0.000,      -12.945,       85.102,      0.327
152             ,  352 10 44 ,   89 54 02,     86.109,      0.000,      0.000,      -11.717,       85.308,      0.150
153             ,  353 12 46 ,   89 59 24,     86.488,      0.000,      0.000,      -10.221,       85.882,      0.015
154             ,  354 10 40 ,   90 01 39,     87.246,      0.000,      0.000,       -8.850,       86.796,     -0.042
